ts,open,high,low,close,volume,quote_volume,trades,taker_buy_volume
1777608420000,2283.93,2284.48,2283.93,2284.46,54.8627,125319.777492,961,43.0381
1777608480000,2284.46,2284.87,2284.14,2284.14,23.3178,53270.709822,771,10.6465
1777608540000,2284.13,2284.14,2283.6,2283.61,44.3057,101188.655889,784,14.4252
1777608600000,2283.61,2283.62,2283.14,2283.62,32.3352,73831.936112,768,16.745
1777608660000,2283.62,2284.69,2283.62,2283.91,38.6377,88250.376332,1187,14.0828
1777608720000,2283.91,2284.0,2283.27,2283.27,34.3844,78526.368998,543,6.4574
1777608780000,2283.26,2284.23,2283.17,2284.21,124.8406,285072.633141,765,65.3114
1777608840000,2284.21,2284.59,2283.25,2283.26,48.3654,110465.741893,958,8.9761
1777608900000,2283.26,2284.13,2283.26,2283.96,81.2595,185563.273087,957,73.0807
1777608960000,2283.95,2284.38,2283.95,2284.3,57.0153,130231.980819,718,28.9073
1777609020000,2284.29,2284.87,2284.29,2284.46,134.0026,306147.01456,1056,117.2143
1777609080000,2284.47,2285.89,2284.47,2285.36,116.0964,265290.580144,1327,71.2521
1777609140000,2285.37,2285.37,2285.21,2285.22,28.7605,65727.584926,237,7.0206
1777609200000,2285.21,2285.22,2283.14,2283.14,93.8522,214354.385135,1743,14.4953
1777609260000,2283.15,2283.26,2282.71,2283.21,49.9546,114049.445829,936,7.8833
1777609320000,2283.21,2284.29,2283.15,2284.29,34.5177,78826.46109,763,19.7003
1777609380000,2284.29,2284.29,2283.73,2283.74,63.187,144312.419763,763,41.0148
1777609440000,2283.73,2283.97,2283.25,2283.97,24.6345,56252.963337,1063,10.0377
1777609500000,2283.98,2285.13,2283.98,2284.93,63.0647,144079.131377,1302,51.7518
1777609560000,2284.94,2284.94,2284.93,2284.94,17.9682,41056.222763,78,14.3537
1777609620000,2284.94,2284.94,2281.63,2281.72,868.0879,1981484.00789,2284,37.6468
1777609680000,2281.72,2281.72,2279.43,2279.61,408.3705,931243.972111,3113,81.6633
1777609740000,2279.61,2279.61,2277.56,2279.31,319.7571,728578.976952,3036,99.0407
1777609800000,2279.31,2279.31,2277.7,2278.74,291.7813,664875.250616,3180,84.5197
1777609860000,2278.73,2279.99,2278.62,2279.99,64.173,146268.197259,1779,21.4453
1777609920000,2279.99,2280.67,2279.7,2279.71,58.4134,133203.083901,1128,16.3719
1777609980000,2279.71,2279.86,2279.39,2279.86,144.7252,329906.69301,624,42.8713
1777610040000,2279.86,2279.87,2278.58,2279.85,105.1049,239556.497886,1573,19.6065
1777610100000,2279.85,2279.85,2279.64,2279.68,58.5899,133572.002324,278,2.5396
1777610160000,2279.68,2280.0,2279.68,2279.69,43.7292,99698.313447,559,15.4137
1777610220000,2279.69,2279.69,2279.52,2279.53,42.6151,97146.647303,243,33.5556
1777610280000,2279.52,2279.64,2279.08,2279.63,32.1414,73257.553397,704,18.835
1777610340000,2279.64,2280.27,2279.63,2280.26,26.905,61341.405275,485,23.2993
1777610400000,2280.26,2280.27,2278.92,2278.93,87.1537,198665.313446,1001,10.2275
1777610460000,2278.93,2279.29,2278.92,2279.05,15.3363,34952.506585,488,1.8674
1777610520000,2279.04,2279.28,2279.04,2279.28,16.6881,38034.733323,262,11.5063
1777610580000,2279.28,2280.25,2279.28,2280.25,37.3679,85184.549622,813,26.8784
1777610640000,2280.26,2280.88,2280.26,2280.87,22.3231,50907.127512,560,8.3131
1777610700000,2280.87,2280.88,2279.18,2279.6,100.9397,230140.357758,1617,29.6365
1777610760000,2279.6,2280.0,2279.6,2279.72,14.9805,34152.670861,469,6.5489
1777610820000,2279.73,2279.73,2279.72,2279.73,9.4288,21495.039389,62,1.5453
1777610880000,2279.72,2280.67,2279.72,2280.66,59.9005,136598.720041,1151,38.9317
1777610940000,2280.67,2280.67,2280.15,2280.23,79.218,180651.237893,700,25.572
1777611000000,2280.24,2280.45,2280.09,2280.45,56.2914,128359.631443,461,15.9349
1777611060000,2280.45,2280.9,2280.45,2280.7,48.3438,110261.080072,428,15.7478
1777611120000,2280.71,2281.03,2280.7,2281.03,88.7983,202542.471262,427,37.4608
1777611180000,2281.03,2281.31,2281.02,2281.29,52.5119,119787.616172,489,30.9992
1777611240000,2281.29,2281.29,2280.19,2280.2,103.4082,235876.849652,589,16.9162
1777611300000,2280.2,2280.51,2279.62,2279.62,77.5866,176909.368219,819,41.1761
1777611360000,2279.62,2279.96,2279.62,2279.96,40.0716,91357.729924,406,36.2242
1777611420000,2279.96,2280.9,2279.95,2280.57,56.5533,128979.829985,660,41.1688
1777611480000,2280.58,2280.58,2279.83,2279.83,44.3622,101152.394144,637,2.364
1777611540000,2279.83,2280.13,2279.83,2280.12,17.8649,40732.085869,402,9.9882
1777611600000,2280.11,2280.12,2279.17,2279.17,47.8154,109013.862744,907,3.1893
1777611660000,2279.17,2279.42,2278.28,2279.1,114.9766,262028.815757,1482,46.231
1777611720000,2279.11,2280.96,2279.11,2280.7,92.599,211150.059305,1835,70.4325
1777611780000,2280.7,2281.84,2280.7,2281.84,59.3047,135295.236044,712,50.1308
1777611840000,2281.84,2283.8,2281.82,2283.79,74.9855,171140.436468,1407,57.5236
1777611900000,2283.8,2285.0,2283.67,2285.0,109.8884,250994.889291,1026,97.1455
1777611960000,2284.99,2285.24,2284.69,2285.0,55.4703,126746.747069,1061,30.3992
1777612020000,2285.0,2286.75,2285.0,2285.67,134.143,306616.270068,1989,108.3591
1777612080000,2285.66,2286.02,2285.64,2285.71,47.9707,109654.479836,600,12.3695
1777612140000,2285.72,2285.94,2285.16,2285.16,26.846,61361.06275,602,17.5815
1777612200000,2285.17,2285.17,2283.9,2283.91,51.9342,118652.285374,798,12.2002
1777612260000,2283.9,2284.71,2283.9,2284.7,19.5712,44706.709588,789,10.6572
1777612320000,2284.71,2284.71,2284.51,2284.53,31.5045,71973.728379,217,4.7037
