ts,open,high,low,close,volume,quote_volume,trades,taker_buy_volume
1777609980000,77048.82,77048.82,77034.65,77044.99,1.77701,136904.0336765,857,0.81134
1777610040000,77045.0,77074.0,77032.68,77072.7,3.36058,258947.8211323,1371,2.77255
1777610100000,77072.69,77083.98,77072.69,77072.71,3.82513,294829.4128386,836,2.52103
1777610160000,77072.71,77072.71,77071.75,77071.76,3.03558,233959.7023513,303,1.37254
1777610220000,77071.75,77071.76,77059.27,77059.27,2.68148,206660.3836337,474,1.54151
1777610280000,77059.27,77059.27,77050.44,77050.69,2.07116,159585.6602044,412,1.59217
1777610340000,77050.68,77072.71,77050.68,77072.71,3.61299,278453.3623771,1162,3.52394
1777610400000,77072.71,77072.71,77007.38,77020.0,9.07707,699273.9609073,1489,1.97906
1777610460000,77020.0,77039.08,77019.99,77028.78,2.70569,208416.511628,874,1.85306
1777610520000,77028.77,77042.44,77028.77,77042.44,2.9708,228854.6760505,750,2.38019
1777610580000,77042.44,77063.67,77042.43,77063.67,4.31241,332274.4031171,1304,3.02614
1777610640000,77063.66,77081.86,77063.66,77081.86,3.32357,256150.0418135,1031,2.43353
1777610700000,77081.86,77081.86,77058.5,77061.79,1.17016,90181.7890145,1091,0.34266
1777610760000,77061.79,77063.44,77052.49,77052.49,0.92119,70987.8199922,420,0.41408
1777610820000,77052.5,77052.5,77052.49,77052.5,1.17505,90540.5339496,159,0.55751
1777610880000,77052.5,77063.89,77052.5,77061.55,6.13097,472439.4038871,880,5.41956
1777610940000,77061.55,77061.55,77055.32,77055.33,3.6754,283228.4320902,437,1.15201
1777611000000,77055.32,77067.04,77055.19,77062.13,14.51023,1118203.2853793,906,8.8291
1777611060000,77062.13,77080.17,77062.13,77080.16,2.46942,190330.2896611,627,2.02639
1777611120000,77080.17,77095.09,77080.16,77095.08,3.66154,282267.2063434,648,2.94915
1777611180000,77095.09,77104.22,77095.08,77101.47,2.90798,224207.248795,623,2.04333
1777611240000,77101.48,77101.48,77038.48,77049.41,9.06612,698793.04937,692,0.40579
1777611300000,77049.41,77057.06,77018.64,77026.81,14.48598,1116048.5849028,1333,1.70475
1777611360000,77026.81,77042.47,77026.81,77042.47,29.00215,2234110.214317,3668,8.52475
1777611420000,77042.47,77063.86,77042.46,77063.86,2.60241,200525.7120366,774,2.20331
1777611480000,77063.86,77063.86,77035.31,77035.31,7.88944,607957.7985648,1339,0.60347
1777611540000,77035.32,77047.56,77035.31,77042.44,8.28513,638337.0911525,599,1.89107
1777611600000,77042.44,77049.41,77037.22,77040.33,4.09319,315345.2875056,666,1.54466
1777611660000,77040.33,77043.72,77034.35,77035.01,7.40611,570589.532713,707,0.80304
1777611720000,77035.01,77048.4,77033.91,77033.91,4.10941,316587.0626651,797,1.33079
1777611780000,77033.91,77075.16,77033.91,77075.16,3.76612,290200.5865395,1260,2.10927
